name,full_location_name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active,nearest_city,nearest_city_distance_km,hotellook_city_id,hotellook_city_name,hotellook_city_distance_km
Potatoe Point,"Potatoe Point, NSW, Far South","Australia, NSW, Far South",Australia,NSW,Far South,-36.09332598,150.1362419,Australia/Sydney,beginner,intermediate,MYA,Oceania,potatoe-point-nsw-far-south-australia,TRUE,Eurobodalla Shire Council,0,,,
Potholes,"Potholes, NSW, South Coast","Australia, NSW, South Coast",Australia,NSW,South Coast,-35.40832508,150.4469705,Australia/Sydney,intermediate,advanced,NOA,Oceania,potholes-nsw-south-coast-australia,TRUE,,,,,
Potima Point,Potima Point,Cyprus,Cyprus,,,34.8429719,32.38563538,UTC,intermediate,advanced,PFO,Other,potima-point-cyprus,TRUE,Kissonerga,0,1480936,Kissonerga,2.7
Pottsville,"Pottsville, NSW, North","Australia, NSW, North",Australia,NSW,North,-28.38762496,153.5682678,Australia/Sydney,beginner,intermediate,OOL,Oceania,pottsville-nsw-north-australia,TRUE,Tweed Shire Council,0,,,
Pottuvil Point,Pottuvil Point,Sri Lanka,Sri Lanka,,,6.876248848,81.84663646,UTC,intermediate,advanced,AYY,Asia,pottuvil-point-sri-lanka,TRUE,,,,,
Pounders,"Pounders, Hawaii, Oahu","USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.63030329,-157.9209727,America/Los_Angeles,advanced,advanced,HHI,North America,pounders-hawaii-oahu-usa,TRUE,Honolulu County,0,23374,Honolulu,1.9
Pourville,"Pourville, Normandy","France, Normandy",France,,Normandy,49.9169809,1.028273106,Europe/Paris,beginner,intermediate,DPE,Europe,pourville-normandy-france,TRUE,Hautot-sur-Mer,0,1515744,Hautot,2.1
Poverty Beach,"Poverty Beach, North East, New Jersey","USA, North East, New Jersey",USA,North East,New Jersey,38.93223991,-74.94409561,America/Los_Angeles,beginner,intermediate,WWD,North America,poverty-beach-north-east-new-jersey-usa,TRUE,Lower Township,0,,,
Power Plant,"Power Plant, Hawaii, Oahu","USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.35593719,-158.1295037,America/Los_Angeles,advanced,advanced,JRF,North America,power-plant-hawaii-oahu-usa,TRUE,Kapolei,0,23377,Kapolei,6.4
Pozuelo,Pozuelo,Puerto Rico,Puerto Rico,,,17.93726548,-66.19400024,UTC,intermediate,advanced,PSE,Other,pozuelo-puerto-rico,TRUE,,,,,
Pracinha,"Pracinha, Santa Catarina North","Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.90188368,-48.64161372,America/Sao_Paulo,intermediate,advanced,NVT,South America,pracinha-santa-catarina-north-brazil,TRUE,,,,,
Prad ar Chastell,"Prad ar Chastell, Brittany South","France, Brittany South",France,,Brittany South,47.87201922,-4.360709684,Europe/Paris,intermediate,advanced,UIP,Europe,prad-ar-chastell-brittany-south-france,TRUE,,,,,
Pradomar,"Pradomar, Caribbean","Colombia, Caribbean",Colombia,,Caribbean,11.0047144,-74.95280743,UTC,intermediate,advanced,BAQ,Other,pradomar-caribbean-colombia,TRUE,Puerto Colombia,0,1509393,Puerto Colombia,2.1
Praia  Do  Francês,"Praia  Do  Francês, Sergipe-Alagoas","Brazil, Sergipe-Alagoas",Brazil,,Sergipe-Alagoas,-9.772375157,-35.84517002,America/Sao_Paulo,beginner,intermediate,MCZ,South America,praia-do-frances-sergipe-alagoas-brazil,TRUE,Marechal Deodoro,0,6305,Alagoas,8.8
Praia Azul,"Praia Azul, Central Peniche","Portugal, Central Peniche",Portugal,,Central Peniche,39.10955056,-9.395542145,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-azul-central-peniche-portugal,TRUE,Torres Vedras,0,4939,Torres Vedras,12.0
praia branca,"praia branca, Sao Paulo South Coast","Brazil, Sao Paulo South Coast",Brazil,,Sao Paulo South Coast,-23.86342829,-46.13079552,America/Sao_Paulo,beginner,intermediate,SSZ,South America,praia-branca-sao-paulo-south-coast-brazil,TRUE,Guarujá,0,6372,Guaruja,1.0
Praia Brava,"Praia Brava, Santa Catarina","Brazil, Santa Catarina",Brazil,,Santa Catarina,-27.39644118,-48.41413021,America/Sao_Paulo,intermediate,advanced,FLN,South America,praia-brava-santa-catarina-brazil,TRUE,Florianópolis,0,6362,Florianopolis,16.6
Praia Brava,"Praia Brava, Santa Catarina North","Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.94165955,-48.62823486,America/Sao_Paulo,intermediate,advanced,NVT,South America,praia-brava-santa-catarina-north-brazil,TRUE,Itajaí,0,6384,Itajai,5.0
Praia Brava,"Praia Brava, Florianopolis","Brazil, Florianopolis",Brazil,,Florianopolis,-27.40080379,-48.41340065,America/Sao_Paulo,intermediate,advanced,FLN,South America,praia-brava-florianopolis-brazil,TRUE,Florianópolis,0,6362,Florianopolis,16.6
Praia Brava - Cabo Frio,"Praia Brava - Cabo Frio, Rio de Janeiro Norte","Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.8845574,-41.99807167,America/Sao_Paulo,intermediate,advanced,CFB,South America,praia-brava-cabo-frio-rio-de-janeiro-norte-brazil,TRUE,,,,,
Praia Brava - Pontal do Atalaia,"Praia Brava - Pontal do Atalaia, Rio de Janeiro Norte","Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.98297,-42.02167511,America/Sao_Paulo,intermediate,advanced,CFB,South America,praia-brava-pontal-do-atalaia-rio-de-janeiro-norte-brazil,TRUE,,,,,
Praia Brava Guaratuba,"Praia Brava Guaratuba, Parana","Brazil, Parana",Brazil,,Parana,-25.89281658,-48.56145859,America/Sao_Paulo,intermediate,advanced,PNG,South America,praia-brava-guaratuba-parana-brazil,TRUE,,,,,
Praia CDS,"Praia CDS, Central Lisboa","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.64461228,-9.242441654,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-cds-central-lisboa-portugal,TRUE,Queluz,0,4895,Queluz,6.9
Praia da Arda,"Praia da Arda, North Porto","Portugal, North Porto",Portugal,,North Porto,41.76973733,-8.873251677,Europe/Lisbon,beginner,intermediate,VGO,Europe,praia-da-arda-north-porto-portugal,TRUE,Viana do Castelo,0,4953,Viana Do Castelo,2.8
Praia da Areia Branca,"Praia da Areia Branca, Central Peniche","Portugal, Central Peniche",Portugal,,Central Peniche,39.26385891,-9.337177277,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-da-areia-branca-central-peniche-portugal,TRUE,,,,,
Praia da Barra,"Praia da Barra, North Beira","Portugal, North Beira",Portugal,,North Beira,40.64476373,-8.762626648,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-barra-north-beira-portugal,TRUE,,,,,
"Praia da Foz - Cabo Espichel, Sesimbra","Praia da Foz - Cabo Espichel, Sesimbra, Central Lisboa","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.45377145,-9.199086428,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-da-foz-cabo-espichel-sesimbra-central-lisboa-portugal,TRUE,,,,,
Praia da leirosa,"Praia da leirosa, North Beira","Portugal, North Beira",Portugal,,North Beira,40.05629672,-8.892445564,Europe/Lisbon,beginner,intermediate,VSE,Europe,praia-da-leirosa-north-beira-portugal,TRUE,,,,,
Praia da Macumba,"Praia da Macumba, Rio de Janeiro City","Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-23.03203097,-43.47560406,America/Sao_Paulo,intermediate,advanced,RRJ,South America,praia-da-macumba-rio-de-janeiro-city-brazil,TRUE,,,,,
Praia da Nazaré,"Praia da Nazaré, North Beira","Portugal, North Beira",Portugal,,North Beira,39.59980251,-9.075694084,Europe/Lisbon,advanced,advanced,LIS,Europe,praia-da-nazare-north-beira-portugal,TRUE,,,,,
Praia da Rainha,"Praia da Rainha, Central Lisboa","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.61630043,-9.21851635,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-da-rainha-central-lisboa-portugal,TRUE,Costa da Caparica,0,4758,Costa da Caparica,0.8
Praia da Resende,"Praia da Resende, Bahia Sul","Brazil, Bahia Sul",Brazil,,Bahia Sul,-14.28388889,-38.98506944,America/Sao_Paulo,beginner,intermediate,MUU,South America,praia-da-resende-bahia-sul-brazil,TRUE,Itacaré,0,6383,Itacare,1.4
Praia da Rocha,"Praia da Rocha, Algarve","Portugal, Algarve",Portugal,,Algarve,37.11488355,-8.533029556,Europe/Lisbon,intermediate,advanced,PRM,Europe,praia-da-rocha-algarve-portugal,TRUE,Lagoa,0,4798,Lagoa,6.6
Praia da Saudade,"Praia da Saudade, Santa Catarina","Brazil, Santa Catarina",Brazil,,Santa Catarina,-26.23060647,-48.49888802,America/Sao_Paulo,intermediate,advanced,JOI,South America,praia-da-saudade-santa-catarina-brazil,TRUE,,,,,
Praia da saude,"Praia da saude, Central Lisboa","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.62994649,-9.22755003,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-da-saude-central-lisboa-portugal,TRUE,Costa da Caparica,0,4758,Costa da Caparica,0.8
Praia da Sereia,"Praia da Sereia, North Porto","Portugal, North Porto",Portugal,,North Porto,41.11686597,-8.666152954,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-sereia-north-porto-portugal,TRUE,Senhora da Hora,0,4744,Cascais,4.4
Praia da Tocha,"Praia da Tocha, North Beira","Portugal, North Beira",Portugal,,North Beira,40.32909235,-8.84362936,Europe/Lisbon,beginner,intermediate,VSE,Europe,praia-da-tocha-north-beira-portugal,TRUE,Cantanhede,0,4737,Cantanhede,21.2
praia da torreira,"praia da torreira, North Porto","Portugal, North Porto",Portugal,,North Porto,40.76182097,-8.713359833,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-torreira-north-porto-portugal,TRUE,Torreira,0,4937,Torreira,0.6
Praia da Vagueira,"Praia da Vagueira, North Beira","Portugal, North Beira",Portugal,,North Beira,40.5585802,-8.771939278,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-vagueira-north-beira-portugal,TRUE,Vagos,0,4945,Vagos,7.6
